Risky Business,Comedy,Crime,Drama
A Star Is Born,Drama,Music,Romance
The Spectacular Now,Comedy,Drama,Romance
Shrek,Animation,Adventure,Comedy
Only Angels Have Wings,Adventure,Drama,Romance
Along for the Ride,Drama,Romance,To be filled
Hercules,Animation,Adventure,Comedy
Marriage Story,Drama,Romance,To be filled
Love &amp; Other Drugs,Comedy,Drama,Romance
Palm Springs,Comedy,Fantasy,Mystery
When Harry Met Sally...,Comedy,Drama,Romance
Janhit Mein Jaari,Comedy,Drama,Romance
Bikini Beach,Comedy,Music,Romance
The Virgin Suicides,Drama,Romance,To be filled
Cruel Intentions,Drama,Romance,To be filled
Love Accidentally,Comedy,Romance,To be filled
Untitled Super Mario Project,Animation,Adventure,Comedy
Passengers,Drama,Romance,Sci-Fi
Notting Hill,Comedy,Drama,Romance
Bros,Comedy,Romance,To be filled
The Big Sick,Comedy,Drama,Romance
Footloose,Drama,Music,Romance
A través de mi ventana,Comedy,Drama,Romance
Brokeback Mountain,Drama,Romance,To be filled
No Strings Attached,Comedy,Romance,To be filled
Silverado,Action,Crime,Drama
Sleeping Beauty,Drama,Mystery,Romance
The Last of the Mohicans,Action,Adventure,Drama
The Lobster,Comedy,Drama,Romance
50 First Dates,Comedy,Drama,Romance
There's Something About Mary,Comedy,Romance,To be filled
Gone with the Wind,Drama,Romance,War
The Shape of Water,Drama,Fantasy,Romance
I Want You Back,Comedy,Romance,To be filled
Dangerous Liaisons,Drama,Romance,To be filled
Cold Mountain,Adventure,Drama,History
Closer,Drama,Romance,To be filled
Tangled,Animation,Adventure,Comedy
Robin Hood: Prince of Thieves,Action,Adventure,Drama
Cast Away,Adventure,Drama,Romance
(500) Days of Summer,Comedy,Drama,Romance
Le fabuleux destin d'Amélie Poulain,Comedy,Romance,To be filled
That Awkward Moment,Comedy,Romance,To be filled
The Princess Diaries,Comedy,Family,Romance
Don Jon,Comedy,Drama,Romance
Below Her Mouth,Drama,Romance,To be filled
The Legend of Tarzan,Action,Adventure,Drama
Silver Linings Playbook,Comedy,Drama,Romance
Love Sarah,Comedy,Drama,Romance
Maestro,Biography,Drama,Music
King Kong,Action,Adventure,Drama
Big Fish,Adventure,Drama,Fantasy
Elf,Adventure,Comedy,Family
One Day,Drama,Romance,To be filled
Midnight in Paris,Comedy,Fantasy,Romance
She's All That,Comedy,Romance,To be filled
The Ballad of Buster Scruggs,Comedy,Drama,Musical
Cocktail,Comedy,Drama,Romance
Weird Science,Comedy,Romance,Sci-Fi
Cinderella,Comedy,Family,Fantasy
Q,Drama,Romance,To be filled
Swiss Army Man,Comedy,Drama,Fantasy
Portrait de la jeune fille en feu,Drama,Romance,To be filled
Cinderella,Adventure,Drama,Family
The Graduate,Comedy,Drama,Romance
Immortals,Action,Drama,Fantasy
Aladdin,Animation,Adventure,Comedy
Wet Hot American Summer,Comedy,Romance,To be filled
Peggy Sue Got Married,Comedy,Drama,Fantasy
Footloose,Comedy,Drama,Music
Sense and Sensibility,Drama,Romance,To be filled
The Time Traveler's Wife,Comedy,Drama,Fantasy
Little Shop of Horrors,Comedy,Horror,Musical
To All the Boys I've Loved Before,Comedy,Drama,Romance
Stardust,Adventure,Family,Fantasy
Reminiscence,Mystery,Romance,Sci-Fi
Phantom Thread,Drama,Romance,To be filled
Father of the Bride,Comedy,Family,Romance
Rock of Ages,Comedy,Drama,Musical
Yesterday,Comedy,Fantasy,Music
Mashina lyubvi,Drama,Romance,To be filled
Lolita,Crime,Drama,Romance
Cabaret,Drama,Music,Musical
Robin Hood: Men in Tights,Adventure,Comedy,Musical
Disney's Snow White,Adventure,Drama,Family
It's a Wonderful Life,Drama,Family,Fantasy
I love you,Comedy,Drama,Romance
Forgetting Sarah Marshall,Comedy,Drama,Romance
The Mask of Zorro,Action,Adventure,Comedy
Mamma Mia! Here We Go Again,Comedy,Musical,Romance
Beauty and the Beast,Animation,Family,Fantasy
Private School,Comedy,Romance,To be filled
The Wrong Missy,Comedy,Romance,To be filled
Sleepless in Seattle,Comedy,Drama,Romance
Vanilla Sky,Fantasy,Mystery,Romance
El Dorado,Drama,Romance,Western
West Side Story,Crime,Drama,Musical
Murder Mystery,Action,Comedy,Crime
Sotto il sole di Amalfi,Comedy,Drama,Romance
Adventures in Babysitting,Adventure,Comedy,Crime
The Beach,Adventure,Drama,Romance
Little Women,Drama,Family,Romance
The Eyes of Tammy Faye,Biography,Drama,Romance
Ghost,Drama,Fantasy,Romance
Thor: Love and Thunder,Action,Adventure,Comedy
The Sea Beast,Animation,Adventure,Comedy
Minions: The Rise of Gru,Animation,Adventure,Comedy
Everything Everywhere All at Once,Action,Adventure,Comedy
Sing 2,Animation,Adventure,Comedy
Barbie,Adventure,Comedy,Fantasy
Thor: Ragnarok,Action,Adventure,Comedy
Bodies Bodies Bodies,Comedy,Horror,Thriller
Hustle,Comedy,Drama,Sport
The Bob's Burgers Movie,Animation,Adventure,Comedy
The Munsters,Comedy,Family,Fantasy
The Lost City,Action,Adventure,Comedy
The Bad Guys,Animation,Adventure,Comedy
The Unbearable Weight of Massive Talent,Action,Comedy,Crime
Once Upon a Time in... Hollywood,Comedy,Drama,To be filled
Paws of Fury: The Legend of Hank,Animation,Action,Comedy
Day Shift,Action,Comedy,Fantasy
"Good Luck to You, Leo Grande",Comedy,Drama,To be filled
Mrs. Harris Goes to Paris,Comedy,Drama,To be filled
Clerks III,Comedy,To be filled,To be filled
The Wolf of Wall Street,Biography,Comedy,Crime
Ghostbusters: Afterlife,Adventure,Comedy,Fantasy
DC League of Super-Pets,Animation,Action,Adventure
Free Guy,Action,Adventure,Comedy
Mean Girls,Comedy,To be filled,To be filled
CODA,Comedy,Drama,Music
Sonic the Hedgehog 2,Action,Adventure,Comedy
"Hello, Goodbye and Everything in Between",Comedy,Drama,Romance
Father of the Bride,Comedy,Drama,Romance
Luck,Animation,Adventure,Comedy
Minions,Animation,Adventure,Comedy
Jerry &amp; Marge Go Large,Biography,Comedy,Drama
Licorice Pizza,Comedy,Drama,Romance
Guardians of the Galaxy,Action,Adventure,Comedy
The Goonies,Adventure,Comedy,Family
Marcel the Shell with Shoes On,Animation,Comedy,Family
American Made,Action,Comedy,Crime
Verdens verste menneske,Comedy,Drama,Romance
Don't Look Up,Comedy,Drama,Sci-Fi
Encanto,Animation,Comedy,Family
Back to the Future,Adventure,Comedy,Sci-Fi
The Gentlemen,Action,Comedy,Crime
Cha Cha Real Smooth,Comedy,Drama,To be filled
What We Do in the Shadows,Comedy,Horror,To be filled
Gisaengchung,Comedy,Drama,Thriller
The Suicide Squad,Action,Adventure,Comedy
The Adam Project,Action,Adventure,Comedy
Jojo Rabbit,Comedy,Drama,War
Knives Out,Comedy,Crime,Drama
Barefoot,Comedy,Drama,Romance
Brian and Charles,Comedy,To be filled,To be filled
Ante Sundharaniki,Comedy,Romance,To be filled
Despicable Me,Animation,Adventure,Comedy
Jug Jugg Jeeyo,Comedy,Drama,Family
Chip 'n Dale: Rescue Rangers,Animation,Adventure,Comedy
Marry Me,Comedy,Music,Romance
The King of Staten Island,Comedy,Drama,To be filled
CHIPS,Action,Comedy,Crime
Beavis and Butt-Head Do the Universe,Animation,Comedy,To be filled
Guardians of the Galaxy Vol. 2,Action,Adventure,Comedy
Dog,Comedy,Drama,To be filled
The Sandlot,Comedy,Drama,Family
Vengeance,Comedy,Mystery,Thriller
Turning Red,Animation,Adventure,Comedy
The Girl Next Door,Comedy,Drama,Romance
Fresh,Comedy,Horror,Thriller
The Breakfast Club,Comedy,Drama,To be filled
The French Dispatch,Comedy,Drama,Romance
The Phantom of the Open,Comedy,Drama,Sport
Love &amp; Gelato,Comedy,Drama,Romance
Police Academy,Comedy,To be filled,To be filled
Hocus Pocus 2,Comedy,Family,Fantasy
Juno,Comedy,Drama,To be filled
Spree,Action,Comedy,Crime
The Grand Budapest Hotel,Adventure,Comedy,Crime
777 Charlie,Adventure,Comedy,Drama
Alice's Restaurant,Comedy,Drama,Music
Guardians of the Galaxy Vol. 3,Action,Adventure,Comedy
Red Notice,Action,Comedy,Thriller
Sixteen Candles,Comedy,Romance,To be filled
Deadpool,Action,Adventure,Comedy
Dazed and Confused,Comedy,To be filled,To be filled
Mr. Malcolm's List,Comedy,Drama,Romance
Senior Year,Comedy,Drama,To be filled
American Pie,Comedy,To be filled,To be filled
The Other Woman,Comedy,Romance,To be filled
Old School,Comedy,To be filled,To be filled
Sing,Animation,Comedy,Family
Superbad,Comedy,To be filled,To be filled
The Big Short,Biography,Comedy,Drama
10 Things I Hate About You,Comedy,Drama,Romance
Snatch,Comedy,Crime,To be filled
The Terminal,Comedy,Drama,Romance
Ghostbusters,Action,Comedy,Fantasy
1UP,Comedy,Sport,To be filled
See How They Run,Comedy,Mystery,To be filled
Spider-Man: Into the Spider-Verse,Animation,Action,Adventure
The Big Lebowski,Comedy,Crime,To be filled
Hustlers,Comedy,Crime,Drama
Operation Fortune: Ruse de guerre,Action,Comedy,Thriller
Pretty Woman,Comedy,Romance,To be filled
Crazy Rich Asians,Comedy,Drama,Romance
Clueless,Comedy,Romance,To be filled
Scary Movie,Comedy,To be filled,To be filled
Kingsman: The Secret Service,Action,Adventure,Comedy
Fire Island,Comedy,Romance,To be filled
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,Action,Adventure,Comedy
Deadpool 2,Action,Adventure,Comedy
Just Go with It,Comedy,Romance,To be filled
Moana,Animation,Adventure,Comedy
Big Daddy,Comedy,Drama,To be filled
White Chicks,Comedy,Crime,To be filled
Honk for Jesus. Save Your Soul.,Comedy,To be filled,To be filled
The Parent Trap,Adventure,Comedy,Drama
The World's End,Action,Comedy,Sci-Fi
Beetle Juice,Comedy,Fantasy,To be filled
Scooby-Doo,Adventure,Comedy,Family
Grown Ups,Comedy,To be filled,To be filled
Idiocracy,Adventure,Comedy,Sci-Fi
Fast Times at Ridgemont High,Comedy,Drama,To be filled
Blended,Comedy,Romance,To be filled
A League of Their Own,Comedy,Drama,Sport
Shazam! Fury of the Gods,Action,Adventure,Comedy
Little Miss Sunshine,Comedy,Drama,To be filled
Home Alone,Comedy,Family,To be filled
Sonic the Hedgehog,Action,Adventure,Comedy
The Truman Show,Comedy,Drama,To be filled
Barb and Star Go to Vista Del Mar,Comedy,To be filled,To be filled
Hocus Pocus,Comedy,Family,Fantasy
Roald Dahl's Matilda the Musical,Comedy,Drama,Family
Cruella,Adventure,Comedy,Crime
Cars,Animation,Adventure,Comedy
Love Actually,Comedy,Drama,Romance
Mr. &amp; Mrs. Smith,Action,Comedy,Crime
Tusk,Comedy,Horror,To be filled
Big Trouble in Little China,Action,Adventure,Comedy
Project X,Comedy,To be filled,To be filled
Despicable Me 3,Animation,Adventure,Comedy
Clue,Comedy,Crime,Mystery
Nude Tuesday,Comedy,Drama,Romance
Tuff Turf,Action,Comedy,Drama
"Yes, God, Yes",Comedy,Drama,To be filled
Toy Story,Animation,Adventure,Comedy
Les valseuses,Action,Comedy,Crime
About Time,Comedy,Drama,Fantasy
Emma.,Comedy,Drama,Romance
Career Opportunities,Comedy,Romance,To be filled
Office Space,Comedy,To be filled,To be filled
Ant-Man and the Wasp: Quantumania,Action,Adventure,Comedy
Aladdin,Adventure,Comedy,Family
Ratatouille,Animation,Adventure,Comedy
La La Land,Comedy,Drama,Music
The Hangover,Comedy,To be filled,To be filled
Clerks,Comedy,To be filled,To be filled
The Heat,Action,Comedy,Crime
Big Hero 6,Animation,Action,Adventure
Despicable Me 2,Animation,Adventure,Comedy
Get Smart,Action,Adventure,Comedy
The Devil Wears Prada,Comedy,Drama,To be filled
Asteroid City,Comedy,Romance,To be filled
Zootopia,Animation,Adventure,Comedy
A Perfect Pairing,Comedy,Romance,To be filled
Jungle Cruise,Action,Adventure,Comedy
Ticket to Paradise,Comedy,Romance,To be filled
We're the Millers,Comedy,Crime,To be filled
The 40 Year Old Virgin,Comedy,Romance,To be filled
The Mask,Action,Comedy,Crime
Victor/Victoria,Comedy,Music,Romance
Better Off Dead...,Comedy,Romance,To be filled
Steel Magnolias,Comedy,Drama,Romance
Druk,Comedy,Drama,To be filled
Dead Poets Society,Comedy,Drama,To be filled
Jennifer's Body,Comedy,Horror,To be filled
Pitch Perfect,Comedy,Music,Romance
Captain Fantastic,Comedy,Drama,To be filled
Ant-Man,Action,Adventure,Comedy
Grease,Comedy,Musical,Romance
Green Book,Biography,Comedy,Drama
Charlie and the Chocolate Factory,Adventure,Comedy,Family
Vice,Biography,Comedy,Drama
Luca,Animation,Adventure,Comedy
Ferris Bueller's Day Off,Comedy,To be filled,To be filled
National Lampoon's Animal House,Comedy,To be filled,To be filled
Jerry Maguire,Comedy,Drama,Romance
He's Just Not That Into You,Comedy,Drama,Romance
A Simple Favor,Comedy,Crime,Mystery
Anchorman: The Legend of Ron Burgundy,Comedy,To be filled,To be filled
Matilda,Comedy,Family,Fantasy
Tropic Thunder,Action,Comedy,War
War Dogs,Biography,Comedy,Crime
Heathers,Comedy,Crime,To be filled
Chef,Adventure,Comedy,Drama
The Lost Boys,Comedy,Horror,To be filled
Disenchanted,Animation,Adventure,Comedy
Jumanji: The Next Level,Action,Adventure,Comedy
Grown Ups 2,Comedy,To be filled,To be filled
Ready or Not,Action,Comedy,Horror
Frozen,Animation,Adventure,Comedy
Happy Gilmore,Comedy,Sport,To be filled
Baywatch,Action,Comedy,Crime
Magic Mike,Comedy,Drama,To be filled
The Valet,Comedy,Romance,To be filled
Secretary,Comedy,Drama,Romance
"Crazy, Stupid, Love.",Comedy,Drama,Romance
Vicky Cristina Barcelona,Comedy,Drama,Romance
Scott Pilgrim vs. the World,Action,Comedy,Fantasy
Diary of a Wimpy Kid,Comedy,Drama,Family
The Longest Yard,Comedy,Crime,Drama
Airplane!,Comedy,To be filled,To be filled
Game Night,Action,Adventure,Comedy
Easter Sunday,Comedy,To be filled,To be filled
Not Another Teen Movie,Comedy,To be filled,To be filled
La vita è bella,Comedy,Drama,Romance
The Bubble,Comedy,To be filled,To be filled
Secret Headquarters,Action,Adventure,Comedy
LOL,Comedy,Drama,Romance
Beverly Hills Cop,Action,Comedy,Crime
Napoleon Dynamite,Comedy,To be filled,To be filled
Army of Thieves,Action,Comedy,Crime
Wedding Crashers,Comedy,Romance,To be filled
Finding Nemo,Animation,Adventure,Comedy
Ant-Man and the Wasp,Action,Adventure,Comedy
Competencia oficial,Comedy,Drama,To be filled
Ted,Comedy,To be filled,To be filled
The Wedding Singer,Comedy,Music,Romance
Lady Bird,Comedy,Drama,To be filled
Jumanji: Welcome to the Jungle,Action,Adventure,Comedy
Booksmart,Comedy,To be filled,To be filled
The Intouchables,Biography,Comedy,Drama
Triangle of Sadness,Comedy,Drama,To be filled
Up in the Air,Comedy,Drama,Romance
Shazam!,Action,Adventure,Comedy
The Hating Game,Comedy,Romance,To be filled
Almost Famous,Adventure,Comedy,Drama
Mamma Mia!,Comedy,Musical,Romance
Kingsman: The Golden Circle,Action,Adventure,Comedy
Thoroughbreds,Comedy,Crime,Drama
Without a Paddle,Adventure,Comedy,Mystery
Così fan tutte,Comedy,Drama,To be filled
"Three Billboards Outside Ebbing, Missouri",Comedy,Crime,Drama
Hunt for the Wilderpeople,Adventure,Comedy,Drama
School of Rock,Comedy,Music,To be filled
Dodgeball: A True Underdog Story,Comedy,Sport,To be filled
You've Got Mail,Comedy,Drama,Romance
Blue Jasmine,Comedy,Drama,To be filled
Metal Lords,Comedy,Music,To be filled
Bring It On,Comedy,Romance,Sport
21 Jump Street,Action,Comedy,Crime
3 Idiots,Comedy,Drama,To be filled
Strange World,Animation,Action,Adventure
The Sea Beast,Animation,Adventure,Comedy
Minions: The Rise of Gru,Animation,Adventure,Comedy
Sing 2,Animation,Adventure,Comedy
Lightyear,Animation,Action,Adventure
The Bob's Burgers Movie,Animation,Adventure,Comedy
The Bad Guys,Animation,Adventure,Comedy
Paws of Fury: The Legend of Hank,Animation,Action,Comedy
DC League of Super-Pets,Animation,Action,Adventure
Luck,Animation,Adventure,Comedy
Minions,Animation,Adventure,Comedy
Marcel the Shell with Shoes On,Animation,Comedy,Family
Encanto,Animation,Comedy,Family
Mad God,Animation,Fantasy,Horror
Despicable Me,Animation,Adventure,Comedy
Chip 'n Dale: Rescue Rangers,Animation,Adventure,Comedy
Beavis and Butt-Head Do the Universe,Animation,Comedy,To be filled
Doragon boru supa supa hiro,Animation,Action,Adventure
Turning Red,Animation,Adventure,Comedy
Sing,Animation,Comedy,Family
Spider-Man: Into the Spider-Verse,Animation,Action,Adventure
Moana,Animation,Adventure,Comedy
The Lion King,Animation,Adventure,Drama
Sen to Chihiro no kamikakushi,Animation,Adventure,Family
Cars,Animation,Adventure,Comedy
Despicable Me 3,Animation,Adventure,Comedy
Toy Story,Animation,Adventure,Comedy
Ratatouille,Animation,Adventure,Comedy
Big Hero 6,Animation,Action,Adventure
Despicable Me 2,Animation,Adventure,Comedy
Zootopia,Animation,Adventure,Comedy
The Incredibles,Animation,Action,Adventure
Luca,Animation,Adventure,Comedy
Disenchanted,Animation,Adventure,Comedy
Frozen,Animation,Adventure,Comedy
Shika no ou,Animation,Action,Adventure
Green Lantern: Beware My Power,Animation,Adventure,Sci-Fi
Finding Nemo,Animation,Adventure,Comedy
Hauru no ugoku shiro,Animation,Adventure,Family
The Lion King,Animation,Adventure,Drama
Strange World,Animation,Action,Adventure
Raya and the Last Dragon,Animation,Action,Adventure
Kimi no na wa.,Animation,Drama,Fantasy
"Monsters, Inc.",Animation,Adventure,Comedy
Shrek,Animation,Adventure,Comedy
Inside Out,Animation,Adventure,Comedy
Hercules,Animation,Adventure,Comedy
Untitled Super Mario Project,Animation,Adventure,Comedy
Coco,Animation,Adventure,Comedy
Toy Story 4,Animation,Adventure,Comedy
Soul,Animation,Adventure,Comedy
WALL·E,Animation,Adventure,Family
Kung Fu Panda,Animation,Action,Adventure
Mononoke-hime,Animation,Adventure,Fantasy
Up,Animation,Adventure,Comedy
Cool World,Animation,Comedy,Fantasy
Tangled,Animation,Adventure,Comedy
The Mitchells vs the Machines,Animation,Adventure,Comedy
Hotel Transylvania: Transformania,Animation,Adventure,Comedy
How to Train Your Dragon,Animation,Action,Adventure
Madagascar,Animation,Adventure,Comedy
Hotaru no haka,Animation,Drama,War
Incredibles 2,Animation,Action,Adventure
Aladdin,Animation,Adventure,Comedy
Lilo &amp; Stitch,Animation,Adventure,Comedy
Rumble,Animation,Comedy,Family
A Bug's Life,Animation,Adventure,Comedy
Toy Story 3,Animation,Adventure,Comedy
Beauty and the Beast,Animation,Family,Fantasy
The Little Mermaid,Animation,Adventure,Comedy
Mulan,Animation,Adventure,Comedy
Clifford the Big Red Dog,Animation,Adventure,Comedy
Sausage Party,Animation,Adventure,Comedy
Coraline,Animation,Drama,Family
Spider-Man: Across the Spider-Verse,Animation,Action,Adventure
Who Framed Roger Rabbit,Animation,Adventure,Comedy
The Emperor's New Groove,Animation,Adventure,Comedy
Frozen II,Animation,Adventure,Comedy
Toy Story 2,Animation,Adventure,Comedy
Wreck-It Ralph,Animation,Adventure,Comedy
Tarzan,Animation,Adventure,Comedy
Ice Age,Animation,Adventure,Comedy
Enchanted,Animation,Adventure,Comedy
Ryû to sobakasu no hime,Animation,Adventure,Drama
Fantastic Mr. Fox,Animation,Adventure,Comedy
Guillermo del Toro's Pinocchio,Animation,Drama,Family
Robots,Animation,Adventure,Comedy
Space Jam: A New Legacy,Animation,Adventure,Comedy
Atlantis: The Lost Empire,Animation,Action,Adventure
Brave,Animation,Adventure,Comedy
The Princess and the Frog,Animation,Adventure,Comedy
How to Train Your Dragon: The Hidden World,Animation,Action,Adventure
Shrek 2,Animation,Adventure,Comedy
Puss in Boots: The Last Wish,Animation,Adventure,Comedy
Hotel Transylvania,Animation,Adventure,Comedy
Treasure Planet,Animation,Adventure,Family
Tom &amp; Jerry,Animation,Adventure,Comedy
Megamind,Animation,Action,Comedy
Gekijouban Jujutsu Kaisen 0,Animation,Action,Fantasy
Hopper et le hamster des ténèbres,Animation,Adventure,Comedy
Cars 3,Animation,Adventure,Comedy
Rango,Animation,Action,Adventure
Kung Fu Panda 3,Animation,Action,Adventure
Cloudy with a Chance of Meatballs,Animation,Adventure,Comedy
Pâfekuto burû,Animation,Crime,Drama
Ferdinand,Animation,Adventure,Comedy
The Lego Movie,Animation,Action,Adventure
The Addams Family 2,Animation,Adventure,Comedy
Cars 2,Animation,Adventure,Comedy
Finding Dory,Animation,Adventure,Comedy
The Secret Life of Pets,Animation,Adventure,Comedy
Akira,Animation,Action,Drama
Tonari no Totoro,Animation,Comedy,Family
Ralph Breaks the Internet,Animation,Adventure,Comedy
Onward,Animation,Adventure,Comedy
PAW Patrol: The Movie,Animation,Adventure,Comedy
Rio,Animation,Adventure,Comedy
Isle of Dogs,Animation,Adventure,Comedy
"Lyle, Lyle, Crocodile",Animation,Adventure,Comedy
The Croods: A New Age,Animation,Adventure,Comedy
The Prince of Egypt,Animation,Adventure,Drama
Home,Animation,Adventure,Comedy
Anastasia,Animation,Adventure,Drama
Alvin and the Chipmunks,Animation,Adventure,Comedy
The Jungle Book,Animation,Adventure,Comedy
Monsters University,Animation,Adventure,Comedy
The House,Animation,Comedy,Drama
Bolt,Animation,Adventure,Comedy
Kung Fu Panda 2,Animation,Action,Adventure
Bee Movie,Animation,Adventure,Comedy
Ron's Gone Wrong,Animation,Adventure,Comedy
Kimetsu no Yaiba: Mugen Ressha-Hen,Animation,Action,Adventure
Elemental,Animation,Adventure,Comedy
Pocahontas,Animation,Adventure,Drama
The Lego Batman Movie,Animation,Action,Adventure
Back to the Outback,Animation,Adventure,Comedy
Space Jam,Animation,Adventure,Comedy
How to Train Your Dragon 2,Animation,Action,Adventure
Vivo,Animation,Adventure,Comedy
The Nightmare Before Christmas,Animation,Family,Fantasy
Angry Birds,Animation,Action,Adventure
Koe no katachi,Animation,Drama,To be filled
The Boss Baby: Family Business,Animation,Adventure,Comedy
Trolls World Tour,Animation,Adventure,Comedy
The Hunchback of Notre Dame,Animation,Drama,Family
9,Animation,Action,Adventure
Meet the Robinsons,Animation,Adventure,Comedy
Happy Feet,Animation,Adventure,Comedy
Fireheart,Animation,Adventure,Comedy
The Boss Baby,Animation,Adventure,Comedy
The Iron Giant,Animation,Action,Adventure
Shark Tale,Animation,Adventure,Comedy
Trolls,Animation,Adventure,Comedy
Snow White and the Seven Dwarfs,Animation,Adventure,Family
Dinosaur,Animation,Adventure,Drama
The Road to El Dorado,Animation,Adventure,Comedy
Wish Dragon,Animation,Adventure,Comedy
The Adventures of Tintin,Animation,Action,Adventure
Beavis and Butt-Head Do America,Animation,Adventure,Comedy
The Lorax,Animation,Adventure,Comedy
Shrek the Third,Animation,Adventure,Comedy
The Book of Life,Animation,Adventure,Comedy
Chicken Little,Animation,Adventure,Comedy
Shrek Forever After,Animation,Adventure,Comedy
Heavy Metal,Animation,Adventure,Fantasy
Beowulf,Animation,Action,Adventure
Robin Hood,Animation,Adventure,Comedy
Majo no takkyûbin,Animation,Adventure,Family
Gake no ue no Ponyo,Animation,Adventure,Comedy
Apollo 10 1/2: A Space Age Adventure,Animation,Adventure,Drama
Hotel Transylvania 3: Summer Vacation,Animation,Adventure,Comedy
The AristoCats,Animation,Adventure,Comedy
Rise of the Guardians,Animation,Action,Adventure
Injustice,Animation,Action,Adventure
The Emoji Movie,Animation,Adventure,Comedy
The Croods,Animation,Adventure,Comedy
The Ice Age Adventures of Buck Wild,Animation,Adventure,Comedy
Thumbelina,Animation,Adventure,Family
Kôkaku Kidôtai,Animation,Action,Crime
A Goofy Movie,Animation,Adventure,Comedy
"Batman: The Long Halloween, Part One",Animation,Action,Crime
The Secret of NIMH,Animation,Adventure,Drama
Alice in Wonderland,Animation,Adventure,Comedy
Chicken Run,Animation,Adventure,Comedy
A Christmas Story Christmas,Animation,Comedy,Drama
The Good Dinosaur,Animation,Adventure,Comedy
The Addams Family,Animation,Comedy,Family
Sonic the Hedgehog 3,Animation,Action,Adventure
The SpongeBob SquarePants Movie,Animation,Adventure,Comedy
The Land Before Time,Animation,Adventure,Drama
Tenki no ko,Animation,Drama,Fantasy
The Angry Birds Movie 2,Animation,Action,Adventure
Over the Hedge,Animation,Adventure,Comedy
Corpse Bride,Animation,Drama,Family
The Secret Life of Pets 2,Animation,Adventure,Comedy
Peter Pan,Animation,Adventure,Family
Klaus,Animation,Adventure,Comedy
Monster House,Animation,Comedy,Family
Wizards,Animation,Adventure,Fantasy
Monsters vs. Aliens,Animation,Action,Adventure
All Dogs Go to Heaven,Animation,Adventure,Comedy
Madagascar 3: Europe's Most Wanted,Animation,Adventure,Comedy
Ice Age: Continental Drift,Animation,Adventure,Comedy
Madagascar: Escape 2 Africa,Animation,Adventure,Comedy
FernGully: The Last Rainforest,Animation,Adventure,Family
Despicable Me 4,Animation,Adventure,Comedy
One Hundred and One Dalmatians,Animation,Adventure,Comedy
Bubble,Animation,Action,Adventure
The Smurfs,Animation,Adventure,Comedy
Kaze tachinu,Animation,Biography,Drama
Papurika,Animation,Drama,Fantasy
Watership Down,Animation,Adventure,Drama
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Action,Drama
The Simpsons Movie,Animation,Adventure,Comedy
Kaze no tani no Naushika,Animation,Adventure,Sci-Fi
Ice Age: Collision Course,Animation,Adventure,Comedy
Rio 2,Animation,Adventure,Comedy
James and the Giant Peach,Animation,Adventure,Family
Rise of the Teenage Mutant Ninja Turtles,Animation,Action,Adventure
A Scanner Darkly,Animation,Comedy,Crime
Brother Bear,Animation,Adventure,Comedy
Sleeping Beauty,Animation,Adventure,Family
"South Park: Bigger, Longer &amp; Uncut",Animation,Comedy,Fantasy
Horton Hears a Who!,Animation,Adventure,Comedy
Pinocchio,Animation,Adventure,Comedy
Doragon bôru chô: Burorî,Animation,Action,Adventure
Scoob!,Animation,Adventure,Comedy
Epic,Animation,Action,Adventure
The Witcher: Nightmare of the Wolf,Animation,Action,Adventure
Cinderella,Animation,Family,Fantasy
The Lego Movie 2: The Second Part,Animation,Action,Adventure
The Lord of the Rings,Animation,Adventure,Fantasy
Flushed Away,Animation,Action,Adventure
Penguins of Madagascar,Animation,Adventure,Comedy
Turbo,Animation,Adventure,Comedy
Puss in Boots,Animation,Adventure,Comedy
Spies in Disguise,Animation,Action,Adventure
Cloudy with a Chance of Meatballs 2,Animation,Adventure,Comedy
The Fox and the Hound,Animation,Adventure,Drama
Hotel Transylvania 2,Animation,Adventure,Comedy
Tenkû no shiro Rapyuta,Animation,Adventure,Family
Lady and the Tramp,Animation,Adventure,Comedy
Planes,Animation,Adventure,Comedy
Boku no Hero Academia: World Heroes Mission,Animation,Action,Adventure
Spirit: Stallion of the Cimarron,Animation,Adventure,Drama
Star Wars: The Clone Wars,Animation,Action,Adventure
My Little Pony: A New Generation,Animation,Adventure,Comedy
Kimi no suizô o tabetai,Animation,Drama,Family
Antz,Animation,Adventure,Comedy
The Rescuers,Animation,Adventure,Comedy
Ice Age: Dawn of the Dinosaurs,Animation,Adventure,Comedy
